Disable,Group,SubTestName,SubSubTestName,Function,Input,Output,Timeout,Policy,LowerLimit,UpperLimit,Units,Condition,StopOnFail,Notes
,Fixture,Info,@Scan_PCBA_SN,common.get_scan_sn,[[scanned_sn]],,5000,,,,,,,
,MES,UOP,@Get_SN_MES_INFO,common.check_uop,[[[scanned_sn]]],,5000,,,,,,Y,MES
,Fixture,RUN_BMT,@Get_BMT_Version,common.run_bmt_cmd,"{'cmd_key':'GET_VERSION', 'parse_pattern':'BoseManufacturingTool BMT:\s*(\w+.\w+.\w+-\w+\+\w+)'}",,5000,,5.1.0-1286+e381751,5.1.0-1286+e381751,,,,BMT
,Fixture,reset,resetAll,common.rpc_call,"{'func':'mixdevice.reset', 'args':[]}",,5000,,,,,,,

,LED_TEST,POWER,POWER_CYCLE,common.powerCycleBattery,[[[scanned_sn]]],,15000,,--PASS--,--PASS--,,,,
,LED_CASE_BLUE,RUN_BMT,@SET_LED_CASE_BLUE_ON,common.run_bmt_cmd,"{'cmd_key':'SET_LED_CASE_BLUE_ON', 'cmd_args': [[[scanned_sn]]], 'parse_pattern':'Debug.LEDs.Status (\w+\=\w+ \w+\=\w+)'}",,5000,,PatternID=LED3 Priority=0,PatternID=LED3 Priority=0,,,,BMT
,LED_CASE_BLUE,delay,delay1s,common.delay,1000,,5000,R,--PASS--,--PASS--,,,,
,LED_CASE_BLUE,LED,@LED_TEST_BLUE,common.led_test,"{'color':'blue'}",[[CASE_BLUE]],10000,,,,,,,LED Module
,LED_CASE_BLUE,CASE_BLUE_R,@CASE_BLUE_R,common.getValueForLED,[[[CASE_BLUE]]],,5000,,1,25,,,,
,LED_CASE_BLUE,CASE_BLUE_G,@CASE_BLUE_G,common.getValueForLED,[[[CASE_BLUE]]],,5000,,10,40,,,,
,LED_CASE_BLUE,CASE_BLUE_B,@CASE_BLUE_B,common.getValueForLED,[[[CASE_BLUE]]],,5000,,250,255,,,,
,LED_CASE_BLUE,CASE_BLUE_LUX,@CASE_BLUE_I,common.getValueForLED,[[[CASE_BLUE]]],,5000,,10,30,,,,

,LED_TEST,RUN_BMT,@SET_LED_CASE_WHITE_ON,common.run_bmt_cmd,"{'cmd_key':'SET_LED_CASE_WHITE_ON', 'cmd_args': [[[scanned_sn]]], 'parse_pattern':'Debug.LEDs.Status (\w+\=\w+ \w+\=\w+)'}",,5000,,PatternID=LED1 Priority=0,PatternID=LED1 Priority=0,,,,BMT
,LED_TEST,delay,delay1s,common.delay,1000,,5000,R,--PASS--,--PASS--,,,,
,LED_CASE_WHITE,LED,@LED_TEST_WHITE,common.led_test,"{'color':'white'}",[[CASE_WHITE]],10000,,,,,,,LED Module
,LED_CASE_WHITE,CASE_WHITE_R,@CASE_WHITE_R,common.getValueForLED,[[[CASE_WHITE]]],,5000,,80,255,,,,
,LED_CASE_WHITE,CASE_WHITE_G,@CASE_WHITE_G,common.getValueForLED,[[[CASE_WHITE]]],,5000,,90,255,,,,
,LED_CASE_WHITE,CASE_WHITE_B,@CASE_WHITE_B,common.getValueForLED,[[[CASE_WHITE]]],,5000,,250,255,,,,
,LED_CASE_WHITE,CASE_WHITE_LUX,@CASE_WHITE_I,common.getValueForLED,[[[CASE_WHITE]]],,5000,,20,50,,,,

,LED_CASE_AMBER,RUN_BMT,@SET_LED_CASE_AMBER_ON,common.run_bmt_cmd,"{'cmd_key':'SET_LED_CASE_AMBER_ON', 'cmd_args': [[[scanned_sn]]], 'parse_pattern':'Debug.LEDs.Status (\w+\=\w+ \w+\=\w+)'}",,5000,,PatternID=LED2 Priority=0,PatternID=LED2 Priority=0,,,,BMT
,LED_CASE_AMBER,delay,delay1s,common.delay,1000,,5000,R,--PASS--,--PASS--,,,,
,LED_CASE_AMBER,LED,@LED_TEST_AMBER,common.led_test,"{'color':'amber'}",[[CASE_AMBER]],10000,,,,,,,LED Module
,LED_CASE_AMBER,CASE_AMBER_R,@CASE_AMBER_R,common.getValueForLED,[[[CASE_AMBER]]],,5000,,250,255,,,,
,LED_CASE_AMBER,CASE_AMBER_G,@CASE_AMBER_G,common.getValueForLED,[[[CASE_AMBER]]],,5000,,45,235,,,,
,LED_CASE_AMBER,CASE_AMBER_B,@CASE_AMBER_B,common.getValueForLED,[[[CASE_AMBER]]],,5000,,1,25,,,,
,LED_CASE_AMBER,CASE_AMBER_LUX,@CASE_AMBER_I,common.getValueForLED,[[[CASE_AMBER]]],,5000,,10,30,,,,

,OPAMP1,ADC_READ,@OPAMP1_VOUT_ADC_WITHOUT_ELOAD,common.adcReadWithDisableCommunicate,[[[scanned_sn]]],,15000,,300,500,mV,,,BMT
,OPAMP1,MEASURE,@OPAMP1_VOUT_FIXTURE_WITHOUT_ELOAD,common.measureVoltageDMM,"{'ch':'ch1', 'netName':'VOLT_MEAS_MUX_SEL_TP56_25_OPAMP1_VOUT', 'count':5}",,5000,,300,500,mV,,,DMM Module
,OPAMP1,RELAY_CONNECT,ELOAD_SEL_SW_ELOAD_POGO_R,common.rpc_call,"{'func':'mixdevice.relay', 'args':['ELOAD_SEL_SW_ELOAD_POGO_R']}",,5000,,--PASS--,--PASS--,,,,
,OPAMP1,delay,delay3s,common.delay,3000,,50000,,--PASS--,--PASS--,,,,
,OPAMP1,ELOAD_ENABLE,CH0_100MA,common.rpc_call,"{'func':'mixdevice.enableEload', 'args':[0, 100]}",,5000,,--PASS--,--PASS--,,,,ELOAD Module
,OPAMP1,MEASURE_CURRENT,@OPAMP1_FIXTURE_Eload_MEASURE_CURRENT,common.measureEload,"{'ch':0, 'count':15}",,15000,,96,104,mA,,,ELOAD Module
